GCIN,period,n_days,nse,kge,bias_ratio
167,post,3750,-3.3935376118840193,-1.2352956124830992,2.7754167504612615
167,pre,4922,-0.8745341433169578,-0.22344343108539677,1.9872986373472097
168,post,4136,0.3545020908115719,0.6930261528499406,1.0038556874252984
168,pre,5181,0.3704261386250587,0.693445283828902,1.0657449149731122
169,post,4123,0.296574281621819,0.6393335811494827,0.8431234551917185
169,pre,2895,0.048688432401997495,0.5221902089602213,1.1072702988825274
170,post,3645,0.0017086073233935073,-0.32199577345653085,2.2854587557930826
170,pre,2422,-0.15304848880348598,-0.3123809305414258,2.2546036449465263
171,post,3282,-0.31508962329543966,0.06257153776445279,0.38764470026283765
171,pre,2990,-0.1726713508731128,0.11849978434096697,0.4152151263521047
172,post,3395,-0.10749839112571813,0.25902434267034957,1.5917243555986915
172,pre,1639,-1.6138801954433855,-0.4324416697164404,2.0345588038776237
173,post,4313,0.49504950812514914,0.713383444529176,1.1524583464838896
173,pre,3967,0.4206547375227634,0.6870232532969449,1.1534011039729026
174,post,2797,-5.0875438642479685,-0.7502276879464629,2.4838836245809732
174,pre,4163,-7.059153376182756,-0.8512902154133886,2.446255467219111
175,post,3077,-16.651345432470524,-1.3738831280663413,2.8426106528186303
175,pre,2240,-22.984215268426368,-1.5777131705233352,2.80234023151727
176,post,3521,0.133064225668166,0.32731086276939514,1.2799461760185908
176,pre,2252,-0.029836345638327266,0.3634825954514679,1.4876244477392915
177,post,3622,0.06751343861648884,-0.07632299787963825,0.4260259386541029
177,pre,3227,-1.971844166948067e-05,-0.09860070105932195,0.3931215626497321
178,post,4098,0.28182681821322075,0.5545984465516716,1.2477913947779502
178,pre,3342,0.1112800595414889,0.443537843650177,1.4007098338960502
179,post,4118,0.04526313038312135,0.35280952193967063,1.2702623296658577
179,pre,2824,0.15273968523042103,0.41092765640445006,1.4621041610351646
180,post,3124,-2.426573290778583,-0.6902845293118558,2.264823773012297
180,pre,1217,-4.716837842445306,-1.2457407455847798,2.6628227424053765
181,post,1854,-0.4373833016115882,-1.0078824482225484,2.900061558283988
181,pre,3004,-0.007659064842890251,0.1875623867834314,1.654325348530821
