GCIN,pre_epsilon_mean,pre_qobs_valid_days,pre_n_recession_days_predicted,pre_nse,pre_kge,pre_fold_nse_mean,pre_fold_nse_std,pre_fold_kge_mean,pre_folds_scored,post_epsilon_mean,post_qobs_valid_days,post_n_recession_days_predicted,post_nse,post_kge,post_fold_nse_mean,post_fold_nse_std,post_fold_kge_mean,post_folds_scored,delta_epsilon_mean
1073,0.1258479796888996,1016,1016,0.6720304850787344,0.7251855575746041,0.6639569002869353,0.10182199986861357,0.6945871423219296,3,0.12879709361862363,1588,1588,0.5878741262878721,0.5928332676417228,0.5904928199343166,0.07622096397459713,0.6027410867588947,5,0.002949113929724023
1074,0.10423337521508408,1656,1656,0.6053153993643121,0.5741932811548862,0.5756576036573888,0.1856098748119996,0.5319349793334499,5,0.1217324776498594,1634,1634,0.6163686384818892,0.5424036865099302,0.6375365165256811,0.08522942529654,0.6087191269484942,5,0.017499102434775315
1076,0.11603867872487392,463,463,0.4993624967157566,0.5695979203924961,0.43977198137489076,0.20650719425417352,0.4468624327044293,2,0.13520191427687392,1593,1593,0.54865815762089,0.5967941889577882,0.5405769834809552,0.10152109118965076,0.5737606598430542,5,0.019163235552000002
1077,0.10280790231322828,1585,1585,0.6848304464829075,0.6322698811203455,0.65093562087348,0.07425018404714336,0.6120011127052122,5,0.11861387131954329,1346,1346,0.6182078373632287,0.5337382538791857,0.6570066820334627,0.1323806917674753,0.5993326320719883,5,0.015805969006315007
1079,0.09909830198962492,1293,1293,0.682810204913854,0.6277073169829854,0.6805784111664743,0.05805286302977483,0.6296345264482343,3,0.10933314468573484,1753,1753,0.6567865628988847,0.5945552040609442,0.6419495951235673,0.08679220161562241,0.6153776125069536,5,0.010234842696109914
1080,0.1174272725091605,586,586,0.6430158108850026,0.7729628565093212,0.6022859374860999,0.09140473200551244,0.6842979605518212,2,0.14989439468846658,1647,1647,0.7670993290239422,0.7381166800395602,0.7294950629942919,0.11072075981927097,0.7065318998035781,5,0.03246712217930607
1081,0.10770401463709323,879,879,0.5210197467013518,0.5124681593852951,0.4683250532596654,0.08664155645580589,0.4669513374054781,3,0.11997309294759978,1433,1433,0.4745396768809703,0.45213204058695444,0.4479089743050343,0.10934338901105174,0.4463363627560518,5,0.012269078310506554
1082,0.14153877176699498,1133,1133,0.6143748865422083,0.7482446421318341,0.559379153781035,0.1658815578238534,0.7062015087465352,4,0.15978717330813014,1357,1357,0.5380552700628388,0.602495072821531,0.497759279497003,0.16026416631176865,0.5621803301312618,5,0.018248401541135162
1084,0.12379770540200354,746,746,0.2809426270399811,0.2628930850928771,0.3751897950278969,0.19828056037814673,0.46457637678641334,3,0.12871584136741007,1332,1332,0.46041954581374966,0.4866399349355256,0.5000323915521896,0.12039741562151703,0.5733161350685183,5,0.0049181359654065365
1085,0.1461183738423462,413,413,-0.11105941998078617,0.42867874702532327,0.031102854455131168,0.43096626227519336,0.4576264228720587,2,0.17248700299750172,917,917,0.4142212174436082,0.7113746957080425,0.02307635490653439,0.9351644407311878,0.4233267812998715,5,0.026368629155155532
1086,0.12017548621139106,408,408,0.5377317019659891,0.7088332231187353,0.5235115036136453,0.03353717839819977,0.708034422512994,2,0.13268923683983153,997,997,0.6297616022398869,0.6666985949902976,0.5233423806601489,0.23003745194359934,0.594396581658439,5,0.01251375062844047
1087,0.11132957001438651,449,449,0.5520877050800821,0.6820973086429614,0.45395880967830454,0.2100846457664834,0.6630011165845459,2,0.11384279625957343,1017,1017,0.7036275157286488,0.799219563575868,0.6938407945450475,0.08206918059367241,0.7536044538906058,5,0.0025132262451869197
1088,0.06435649769404433,1412,1412,0.641530288928,0.5669344080561636,0.5377915791261589,0.23341687218488513,0.5456599053675949,5,0.0782733794419433,1559,1559,0.6426383156454794,0.5081984913682263,0.6192384663333635,0.05944026502289147,0.524877069435296,5,0.013916881747898971
1089,0.06962390878978947,813,813,0.7198381613450184,0.6506373624505777,0.727900821321862,0.14910761559776542,0.6375267483622842,3,0.08370349772862698,1330,1330,0.6511682091824156,0.5453116746867713,0.6544716606511665,0.08586970111319485,0.5646509175802256,5,0.014079588938837512
1091,0.11057042382028583,1540,1540,0.608184846956638,0.6018295718659544,0.5634629965211678,0.14455232037799184,0.553705601154524,5,0.11676718418836253,1576,1576,0.6475389222309963,0.5791802398280356,0.6557817508722692,0.09920423767028008,0.5851231187900279,5,0.006196760368076704
1092,0.1664086252823472,1050,1050,0.40161952746080587,0.6110893844568931,0.33405946398938646,0.3262220181665131,0.55482264074741,4,0.23071493787738756,1560,1560,0.6861107096494214,0.8398268414849498,0.5239524496066081,0.3025580516241085,0.6795426539302694,5,0.06430631259504035
1093,0.09572301107126155,1400,1400,0.6918040863314451,0.6881237978969068,0.7196894121395326,0.11422169587200094,0.6740198895251457,5,0.11052857121935246,1571,1571,0.7180201942427096,0.6711685373783565,0.6874146949676154,0.12495227487169132,0.6464414296474261,5,0.01480556014809091
1094,0.07902518702835418,2027,2027,0.7264368625572553,0.7567713959437555,0.7085559091877263,0.09653604357238932,0.6958823617829074,5,0.08754669499498545,2038,2038,0.807341607262402,0.7592695555522726,0.7964388670816118,0.05873768056839319,0.7590205354854338,5,0.008521507966631273
1096,0.07499652936074488,1011,1011,0.523551954584182,0.6381446260081443,0.5323569921022069,0.2570197459556723,0.5648012511067797,5,0.08518249796988514,1333,1333,0.7263246972527571,0.6948371680896963,0.6723575802161235,0.143776527937127,0.679902734157259,5,0.010185968609140256
1097,0.08037879336665918,1836,1836,0.6224317058815504,0.7168169046514682,0.6650137893433709,0.22891184189843136,0.7101264783383406,4,0.09182771755839991,2015,2015,0.7868189050601797,0.866736784523027,0.7669384596225441,0.11230297686022886,0.814257380435412,5,0.011448924191740734
1100,0.33950502425432205,24,24,-1.312305342960029,-0.08505913703997847,-17.57322004388988,22.70990504129606,-0.10816509794093093,2,0.2615109226017287,132,132,-1.7334050222022381,0.013908513230867614,-5.786101336112872,8.206439760242667,-0.052159288184301246,5,-0.07799410165259335
1101,0.11338427296274056,219,219,0.5310344424199687,0.6804956602672793,0.48362571585327685,0.12420119320228981,0.5783918810611008,4,0.13234847969700148,307,307,0.5513270089563869,0.6469047479155804,0.5572724824687944,0.2213333739904559,0.6407931086202115,5,0.018964206734260913
1103,0.1103328891208529,237,237,-2.038539586034356,0.45596994809169167,-2.3695503710465764,0.46271432427897397,0.46120220114627575,2,0.1167585828318548,324,324,0.028968699365698125,0.5869837850732498,-0.03142997502970355,0.5453730796150298,0.6082043533003342,5,0.006425693711001906
1106,0.1527947564709276,932,932,0.5190127393409898,0.7417585144988854,0.3784733914577639,0.336358605324266,0.5849631501781826,5,0.15583794871736475,595,595,0.4466199175129322,0.7255478905282204,0.2614973200716947,0.5577853449571472,0.6361385888068767,5,0.0030431922464371486
1108,0.2493801765549596,202,202,0.5949696854404423,0.6993766137513497,-0.15673784189867448,1.3809461330846593,0.3374321452974561,3,0.2293590327477958,415,415,0.6442679839047732,0.631817305232771,0.6485816163995846,0.24981401058913488,0.6148661623305316,5,-0.0200211438071638
1109,0.26274958821558353,359,359,0.06558437162734432,0.562991336417944,0.03926349483047794,0.25849509554570504,0.5516479953275685,3,0.32251083478331566,423,423,0.07480716018299349,0.5756400249745772,0.04522161854026994,0.36487356055242215,0.5002748171476491,5,0.05976124656773213
1110,0.14974419393673025,58,58,-2.9240960267682317,-0.43495479144102345,-3.9422210051381765,6.390743690388044,-0.2756471099974226,2,0.12981648958073214,78,78,-1.1033690823575202,0.13596056084354446,-2.9070691554638293,2.749761703682519,-0.2891340599899756,4,-0.01992770435599811
1112,0.11603138551840352,144,144,0.3152907262190118,0.6785000201854645,0.24501301781760787,0.005372127198403656,0.5766317376138514,2,0.11062014077456211,212,212,-0.6228862410283325,0.4216565101457427,-2.252047527657936,4.828305084707415,0.39043249607224634,5,-0.005411244743841401
1113,0.19886616273568228,65,65,-1.9749476538467379,-0.305216729725855,-48.822331277232344,74.44746679934701,-1.3247489108361772,3,0.15169758532624855,113,113,0.399830707217776,0.684933870071416,-1.833940477046158,3.459241468695807,0.00924149448598568,5,-0.047168577409433726
1114,0.13136746554507636,408,408,-1.9560153385412709,0.09787312744312804,-7.73259321936102,10.668992339355547,-0.42414569800164337,4,0.14825590776568714,277,277,-5.362192386198231,-0.5490732762263222,-7.310131531572307,7.5229201641520715,-0.6120512863434737,5,0.016888442220610783
1117,0.2930618909689096,65,65,-0.644351322001792,0.3435263516320465,-0.856776764695575,1.4701657818723295,0.15924751374672377,3,0.31629670533952836,79,79,-4.967471256469331,-0.8054904885120675,-16.12552308806836,28.11163787895547,-1.4572057176090243,5,0.02323481437061875
1120,0.10504880892959507,385,385,0.11365188606362886,0.5841577377480847,0.13990437746674428,0.21748520907448224,0.5047536163730751,5,0.11805908207578543,266,266,0.1647623366404044,0.6289212849397785,-0.17286182797694732,0.6868627521036819,0.5410007550206632,5,0.013010273146190354
1121,0.1236019502542201,314,314,0.07250120836448581,0.3633365146655241,0.07983360548717484,0.30585620723560397,0.406427276683542,3,0.14316145320928175,459,459,0.21492016285730953,0.6333396607021798,0.12694744505769123,0.42216359539076304,0.5522213604654738,5,0.019559502955061647
1122,0.10527215229519897,421,421,0.06452612705647953,0.5063513366881878,0.02756115335353839,0.32220731883903714,0.47049975383879694,5,0.1223198712530385,249,249,0.17749654339794918,0.6331719233186257,0.11539161370510542,0.20061902690468628,0.5845287394025795,5,0.017047718957839533
1124,0.10851689786600169,186,186,-4.758100982173084,0.02825355812590369,-4.570685145382587,2.4037326189478407,0.15177449030055487,4,0.11528396211817103,118,118,-5.511127062307208,0.011429917378157683,-13.925431588791207,13.341233379266681,-0.1587327319402053,5,0.006767064252169344
1125,0.14553326763272445,374,374,0.09148809205302966,0.5475509115072679,0.07376892292209043,0.12809563757389306,0.5302784617310903,3,0.1398898376401063,314,314,0.0022261856957918047,0.5540232441226327,-0.28128474504446865,1.0852831634611744,0.5325179490565489,5,-0.00564342999261816
1126,0.15186569278940876,282,282,0.1311577460420985,0.5562864038717156,0.1003784291053779,0.12144233832909317,0.5259904477332374,3,0.1405911533156231,323,323,0.0998634882640499,0.5871307470051905,-0.4080911715377022,1.1086633891810298,0.3434598297673358,5,-0.01127453947378565
1127,0.08969854915153179,134,134,-47.87193976603183,-2.312660784349246,-66.43768942585287,55.30755591643763,-1.4864404688403594,4,0.11487532758878337,36,36,-48.205662121027785,-2.3265494380618126,-90.29758590958821,64.25046526237495,-2.704312303361113,2,0.02517677843725158
1128,0.17125091744456322,314,314,-0.8433698001077012,0.2633614860598721,-2.1164787111703642,2.55910707540201,-0.0028806040489679496,4,0.21243059965063685,201,201,-4.412697917023326,-0.5663521309703121,-7.480897579204772,8.473608267655514,-0.6341049320827203,5,0.041179682206073626
1131,0.15991818360377882,430,430,-0.40176755777779727,0.3362419557641195,-1.0721062212534744,1.1378830103471125,0.1769511002107676,4,0.15028207876389812,161,161,-0.541660217365932,0.3606619393620101,-0.7026946708734606,0.8648986202251618,0.23827629136026485,3,-0.0096361048398807
1132,0.16226427112993713,437,437,-0.6101257668824245,0.2384878917495702,-0.9319608708282934,0.7517267088270922,0.19003195109528195,4,0.1746869533960744,254,254,-0.20963748229038526,0.47910067627695196,-0.4899247529931344,0.6099568207625101,0.3264338170633614,5,0.01242268226613727
1136,0.12040174405510519,102,102,0.6167819746020878,0.7849582986553917,0.4489983341971266,0.256341616178084,0.6940409171807072,2,0.09929317563515284,377,377,0.32554425903586137,0.6349038432328111,0.30386953890640245,0.49551543779776036,0.6503752878503953,5,-0.021108568419952345
1142,0.14879411752106714,183,183,0.22012285007334564,0.612039818573988,-0.004804635065936647,0.547789761301101,0.5130228259070075,2,0.1276710331762974,519,519,0.5111763519897765,0.6228937385110311,0.46578952246233296,0.2924064414438668,0.613289630345932,5,-0.021123084344769727
1144,0.09539753486838957,433,433,0.47467194127445744,0.5551871325134605,0.45505005789919933,0.18034136591161007,0.5268646465360958,2,0.09194408933992414,1207,1207,0.607296501710836,0.707654911914487,0.5902744567974707,0.20534962529022385,0.6644174389966924,5,-0.0034534455284654375
1147,0.14049123130738736,100,100,0.5341274388502492,0.7558087391793865,0.421718229252704,0.27946410249939496,0.6812445780702232,2,0.11542904847916567,477,477,0.2356027692686854,0.5680736228223577,0.30239744947461905,0.27398734145138864,0.576084213584803,5,-0.025062182828221688
1151,0.10006749623096334,1002,1002,0.5182818486339753,0.7651969802835231,0.33773940978848416,0.4351429572635078,0.5822448320619522,5,0.09948897288612477,820,820,0.4876419498728368,0.7101315857414178,0.4620959378160987,0.2821776513249708,0.6661894116378954,5,-0.0005785233448385718
1152,0.10728705442217115,219,219,0.4940326276769115,0.6234789772946989,0.29852402525523924,0.4305353189179399,0.6336832592290654,2,0.11826748502426199,512,512,0.21768739770545553,0.5897127227572987,-0.8434150792806909,1.9881095466507017,0.46545610196660425,5,0.010980430602090835
1155,0.09809965976278916,214,214,-0.2760424409011213,0.28528040714004843,-0.6201637373256034,0.7893350600730117,0.177395533752591,3,0.11847155936062335,250,250,0.057374433779253775,0.5422201127238266,-1.2535413686071335,3.0000698634883833,0.1804140216575143,5,0.020371899597834198
1160,0.0990254675870818,1246,1246,0.5737537481665136,0.5497599637218515,0.5853791875377152,0.12292882445727477,0.5415534789866769,3,0.10416534483232542,2121,2121,0.5781138607561624,0.5774139415589727,0.6168632497321693,0.16767048947367455,0.5812518167850985,5,0.005139877245243618
1161,0.10314218904342727,698,698,0.3892628456343984,0.3978301196062285,0.36839820731974876,0.1493935045346722,0.3816857796085639,2,0.11072307685946915,1589,1589,0.4897992950532206,0.4446016268479491,0.48837885207256254,0.15140239768736483,0.442577533225887,5,0.007580887816041881
1163,0.09893237860067622,1001,1001,0.7661709770117027,0.8003440944355985,0.7976634737859744,0.08480108875571787,0.8187214926210187,4,0.10891709192579561,1889,1889,0.781181226778419,0.7842839851134097,0.7885668714733365,0.07731694510642764,0.7733969370434643,5,0.009984713325119396
1164,0.09432372157779338,1071,1071,0.5766828085225714,0.7041204916447006,0.5124892157846916,0.20915924185305843,0.6544216193165464,4,0.09562711955446918,1462,1462,0.6817013540881065,0.8022904294100475,0.6718916140076818,0.0570157233897894,0.7385108871631857,5,0.0013033979766757936
1165,0.0846684498020012,842,842,0.5283572555787147,0.57482826691514,0.5437746818740613,0.12957075680812807,0.5639715011011514,3,0.09248158565932181,1838,1838,0.7791292709511327,0.8124609798460651,0.7543095016968916,0.05400781055679455,0.7684728296318774,5,0.007813135857320616
1166,0.06558127038098954,364,364,0.10350618944346723,0.5313304649635131,-0.00409843416612149,0.5262239328902897,0.47761060150856954,2,0.07517674474093394,975,975,-0.201951925245059,0.45972658035783187,-0.16663764155852315,0.8459279177751581,0.5321776775785271,5,0.0095954743599444
1167,0.08553970160979185,1598,1598,0.7036636809247228,0.7816438093759844,0.7025579719643835,0.021099467996401725,0.7552193836488632,4,0.09748873304332363,2220,2220,0.7277881734401076,0.8115752265440619,0.7142762480459045,0.10003308538839406,0.7690511812798134,5,0.011949031433531779
1168,0.11426155513104402,1201,1201,0.6983436143500438,0.7704802024501285,0.7071157759944214,0.06491753955191815,0.7579538263890945,4,0.14334369447249432,2251,2251,0.8121693296131234,0.8579471850628921,0.8012540142365573,0.07035942213942496,0.8347683104620964,5,0.02908213934145029
1169,0.1028379226172016,2091,2091,0.5264244634355577,0.5146597466587933,0.5282603730875562,0.17048561855744263,0.5078093015062335,5,0.12601650498403014,2395,2395,0.723918444009964,0.6780045498512552,0.7011594113885437,0.11542443998594928,0.6587383840650387,5,0.023178582366828543
1170,0.10320310327235875,1628,1628,0.7340658518738061,0.7028964928590367,0.7339903418663207,0.05116112588191096,0.7024598668548685,4,0.12657052659620202,2238,2238,0.7975803765647229,0.8301744696787987,0.7854873944339205,0.08502209253739403,0.8069126764556547,5,0.02336742332384327
1171,0.11244745432147638,1329,1329,0.6224681694381282,0.6691673109499882,0.6017164783183355,0.13198505145452782,0.6162280701168936,5,0.16705626835398243,2126,2126,0.6886997833951691,0.7583269543111861,0.6798751738370006,0.08152773011243206,0.7336997819907667,5,0.05460881403250606
1172,0.09518057777288746,940,940,0.628199756209978,0.6321265529118465,0.6296291394099383,0.033686831875721496,0.6292253098783998,4,0.09605227279494293,1386,1386,0.7450888662065218,0.8027003981397913,0.7385884131242276,0.05380460424753641,0.7543177373590351,5,0.0008716950220554603
1173,0.10106310149369475,555,555,0.6547272841848868,0.6737534623907032,0.6309858383498649,0.18771940112219196,0.656696882234374,2,0.10044903442348269,1760,1760,0.772330199535175,0.7379300485017215,0.761315729184778,0.044401310437916904,0.7350487435033953,5,-0.0006140670702120682
1174,0.07449323288893539,1598,1598,0.7411189371090442,0.7351905230555146,0.7407422714987191,0.07123315949652048,0.7031144103555377,5,0.09487885986313675,2145,2145,0.7722044714803478,0.8011704371097658,0.758995274288282,0.13406902523773095,0.7474702859077998,5,0.020385626974201362
1175,0.0868625677428321,1074,1074,0.6146904356175734,0.7795833956122231,0.5459516886600017,0.13322803611483763,0.6517142139687584,4,0.09766872852862657,1653,1653,0.5665896371800512,0.692006188361068,0.440484806834532,0.33213201326019937,0.6298429183977813,5,0.010806160785794466
1176,0.11206449724983887,1311,1311,0.5938929914543734,0.7648122430873335,0.5597379701352833,0.2888957267071662,0.722653295322121,4,0.12349884928518731,2084,2084,0.6661315220735571,0.7993612811704756,0.6653195061966818,0.12277100280209266,0.727355625310442,5,0.011434352035348441
1177,0.10277296535168905,386,386,0.6343471539970804,0.6369371667950954,0.6101343504150964,0.06188664777113716,0.647498964176453,2,0.10106479295643207,1105,1105,-0.04441378735699164,0.42966812261499787,-0.17315946518826167,0.31678844965884834,0.37054031874248944,5,-0.0017081723952569738
1178,0.07578167454351473,391,391,0.5014999897066087,0.5912392923259797,0.380472405710937,0.4711392399296945,0.5058903922262845,2,0.10036603416675126,1204,1204,0.689360468025694,0.8285720612000719,0.6497834795127677,0.20134852664307928,0.7246495573561489,5,0.024584359623236532
1180,0.06443713840704653,509,509,0.8237020976701958,0.778073318247418,0.8028806225272321,0.0261645987894103,0.7483684387194532,3,0.07154188579387914,1212,1212,0.6755885224930154,0.7207855809133479,0.6793260920057881,0.06514439270880538,0.7055861732205575,5,0.007104747386832616
1181,0.06813630019114217,1162,1162,0.42252695817611674,0.6333034623323806,0.4152878726067061,0.18487494336287405,0.5518686311092866,4,0.0821684412647577,1751,1751,0.2927242893212316,0.4894707742551151,0.13687032977063715,0.31292440468559796,0.41449166876140814,5,0.014032141073615528
1183,0.12031446677717758,1466,1466,0.5212594207911204,0.534854756546655,0.5335402324733609,0.20802656256114763,0.5414823041165122,4,0.13696095020289428,1940,1940,0.5817523224277794,0.5828603483991616,0.5854260948586724,0.14584867280091396,0.5671236965101786,5,0.0166464834257167
1185,0.10613707463470334,1790,1790,0.6597714182507541,0.6637151620699105,0.6228957019720123,0.17580850784546376,0.6296164560658607,4,0.12850711080429883,2174,2174,0.7494288940903027,0.8082213005914785,0.7208256097718287,0.09375076300957517,0.7575244494410596,5,0.022370036169595486
1186,0.07754289953269228,1370,1370,0.6822982727757227,0.7591191245426883,0.6850714311472197,0.12417681695156703,0.7439715697627486,4,0.08987409308972212,1865,1865,0.7844344801225948,0.87262687989682,0.7732660573511239,0.11840564088035406,0.8053162783340773,5,0.012331193557029843
1187,0.1038595150335469,1162,1162,0.46842537689261077,0.6181587682814047,0.4083211073519339,0.4248586770333297,0.6034607642403718,4,0.12185047827851211,1763,1763,0.6546547868888165,0.7979279099814647,0.6364217032506657,0.11152772367817537,0.7659459150856914,5,0.017990963244965213
1189,0.08702245047809977,1018,1018,0.7161171599636477,0.7191990146358829,0.6422964350121702,0.125580471306683,0.6373373665759559,4,0.08952427608945358,1756,1756,0.7112869329479086,0.7739124668498844,0.6946518123847989,0.06815157342958894,0.7330166318939024,5,0.002501825611353814
1191,0.09223736506663312,2263,2263,0.5408632860968385,0.5359112140689801,0.5168740738894012,0.12631476992777566,0.5291359154585724,5,0.10858966363399748,2398,2398,0.6321794649229526,0.5575866729872279,0.6238604866621549,0.12685596121920525,0.5381579256484779,5,0.016352298567364365
1192,0.11315691325380642,1222,1222,0.6093707726056414,0.763514477831877,0.5643017502060036,0.1847407945997927,0.7187149827554271,4,0.12704753515353606,1602,1602,0.6873310358809819,0.7464521104740551,0.6481669689261733,0.12157918441422368,0.7184195409812115,5,0.013890621899729644
1193,0.1410721582954585,1121,1121,0.5009674674058715,0.5587417893016392,0.1903290344631296,0.7002468756284296,0.5286236791380219,5,0.17732546299976787,2096,2096,0.7034982628237595,0.7012877438961926,0.6980370943896005,0.09103849849696397,0.6903634199666685,5,0.036253304704309375
1194,0.09609951391540192,675,675,0.49854547052044773,0.6894454265877055,0.49210554639926146,0.13521176309557703,0.6570179998166825,2,0.10825867675451518,1658,1658,0.5861130672444427,0.6948763299562131,0.5456578913938086,0.13747882336195844,0.6586138850791385,5,0.012159162839113266
1195,0.08259210518449864,1404,1404,0.7874394867376661,0.8754413544475166,0.761806271409359,0.08333943272552234,0.8333738213883402,4,0.09469783489801853,2054,2054,0.6839017878989841,0.790648006796884,0.7072089606765872,0.16270842041145067,0.7610802173744627,5,0.012105729713519892
1196,0.13438280665102492,1245,1245,0.6921205058981625,0.6798746255990784,0.6479048433575869,0.10840944653183485,0.6659761688233989,4,0.14496843082489358,2218,2218,0.7565198529609678,0.7260195302622504,0.7583897417567502,0.06588994036459218,0.7245422290945387,5,0.010585624173868657
1197,0.0917218442181192,1201,1201,0.6651883140960779,0.5723582763910307,0.7092001348215259,0.13583054749397927,0.6038977998809234,3,0.09996776233147589,2318,2318,0.7584576789396309,0.6924812885136891,0.7491914125123781,0.09435916304928728,0.6777050821030972,5,0.00824591811335669
1198,0.10150587393953237,347,347,0.31449501326234586,0.385827532412084,0.165673702666744,0.3834708064684774,0.343826435473902,3,0.08937011751336883,1386,1386,0.6431324333136789,0.6777879925731842,0.6132176866239136,0.1103170083014941,0.637987058039929,5,-0.012135756426163533
1199,0.1059810793858308,325,325,0.6446929788984566,0.6735757489831421,0.5618994183182291,0.21423073952988686,0.5661122868937365,3,0.09790381469780866,1147,1147,0.6846912045361042,0.7610075024069727,0.6566108232397916,0.10628861045669731,0.7212978189869991,5,-0.00807726468802214
1200,,0,0,,,,,,0,0.07730502552779701,768,768,0.5653246126199852,0.6207338838315657,0.5067947441473503,0.20845546561430597,0.5772635253897546,4,
1201,0.11161396189886068,362,362,0.40208276304230717,0.5222218234803008,-3.8274280088338792,7.3127041689710905,0.3764564694143746,3,0.11764487569411117,1245,1245,0.5654450242087252,0.5492789303403127,0.5628867555096729,0.11524769259824762,0.5270436932371678,5,0.006030913795250489
1202,0.07001496905253993,45,45,0.04046986544126685,0.22520087608825023,-0.19271825259891306,0.0573778886103897,0.17608228841604795,2,0.06533455846025038,1012,1012,0.5551562533142427,0.6440480623125597,0.5269433894713507,0.13369785188341232,0.5599036464274153,5,-0.004680410592289547
1203,0.04622866807039827,96,96,-0.6161181675952814,0.11482159303121942,-14.799920036426897,18.491355419737125,0.13165344015291258,3,,0,0,,,,,,0,
1205,0.09253424851016866,252,252,0.4680555133948091,0.575085916746237,0.443021757382259,0.41413624733346543,0.5083442092167826,3,0.09375481863534486,1347,1347,0.6654770282946704,0.6862136395838306,0.6565477524506749,0.14186785021052278,0.6592103805008025,5,0.0012205701251762069
1206,,0,0,,,,,,0,0.14728487055772022,1278,1278,0.643932402441733,0.6463346790429306,0.6622966979854519,0.16525132494587647,0.6279620303880156,5,
1208,0.09954599624401644,152,152,-0.7004403271273101,-0.19212471476335757,-1.8994716496808313,2.2443203042890674,-0.17791457837938127,3,,0,0,,,,,,0,
1209,0.0809564838076339,34,34,0.6859548145299423,0.599267276204233,-0.0887692511447804,0.9836083913422484,0.44607544165229934,2,0.06384457572211107,361,361,0.6206102600542107,0.6726622567590845,0.6582920752115139,0.1263690538359596,0.6972341972641111,4,-0.017111908085522834
1212,0.18104766418424542,488,488,0.44044013458274656,0.48864227663822457,0.158070890008725,0.32933584651820624,0.44640565192504766,5,0.1409208270687359,193,193,0.5929991611852706,0.7840452779177086,0.5440814036181463,0.10717003104305863,0.6838754231408941,2,-0.04012683711550952
1213,,0,0,,,,,,0,0.11737875579448614,868,868,0.6279569959263036,0.67371124291605,0.5482931843184321,0.20240728681538453,0.6382242147396593,4,
1217,0.0721229434297499,354,354,0.7715862555736699,0.7754906502300145,0.7573005655657419,0.07809656416176802,0.7490122666450284,4,0.056287692172022966,260,260,0.7212109638503343,0.8446976830435938,0.6922641937741155,0.14120361070129575,0.7577399775893451,3,-0.01583525125772693
1218,0.06887248609901259,380,380,0.7673001961556867,0.7817529831961569,0.7648331762403355,0.09747296654679523,0.7713335152185455,4,0.06647177641782823,426,426,0.7162511474133264,0.8497464343619754,0.6799235921077955,0.11072633649807727,0.7704268469378384,5,-0.00240070968118436
1219,0.05327588908165415,107,107,0.8112750202401451,0.6835666589596523,0.815894858927095,0.06277587489091031,0.6929823688388057,2,,0,0,,,,,,0,
1220,0.05869423660652368,363,363,0.694666965560327,0.824096305490124,0.6973838308629475,0.10743799888105642,0.7406594520867948,4,0.06731930618078853,312,312,0.395141457016257,0.7098796968118082,0.005573970036830555,0.8411440352211127,0.6612324306595754,5,0.00862506957426485
1221,0.06827039069532295,283,283,0.4831356464783464,0.6787265205446193,0.34148479970305756,0.25411376964377036,0.6245938409802042,4,0.06481237669261948,384,384,0.2691992739851289,0.6586540659451133,-0.22600846979989817,1.4181349136940413,0.586572486476682,5,-0.0034580140027034717
1222,0.14886392066922516,321,321,-1.6190642880504078,-0.1439818547736318,-1.7553510558821273,1.0225799491410623,-0.10105286507868605,2,0.1296655945875616,706,706,-0.08410373037339647,0.3469045678508921,-0.17929961279812856,0.8799821084475791,0.3533640639408848,5,-0.019198326081663553
1225,0.12080278399993073,528,528,0.6753999512264937,0.654571744130038,0.6696753571363204,0.026863813267000724,0.6393357541991294,2,0.1268872518561464,1366,1366,0.5565891617265447,0.5472214533997558,0.5447429165889304,0.11760503988873867,0.5407211486567013,5,0.006084467856215678
1228,0.08916924581474935,288,288,0.6474415919738168,0.8215507202728245,-10.743725383915647,19.71176649695899,0.7727888613909694,3,0.09549865577201146,618,618,0.7421743306945804,0.8718007991450605,0.7477299631514106,0.06088204211143508,0.8192384165030052,5,0.006329409957262111
1229,0.07514639752606551,150,150,0.28463392124197784,0.47986296170535636,0.057101507389685204,0.624173667911473,0.36921834362550865,5,0.08571108309404245,189,189,0.35787325451088015,0.6809078440185692,0.28706992820956023,0.5309937152216193,0.587957812573839,5,0.010564685567976934
1230,0.0870221355097725,47,47,-2.2368292788935884,0.07890050745303434,-3.0967673641991924,3.038800815221433,0.10656857165937311,2,0.0857291503167217,277,277,-0.21287749537173162,0.40408749657370135,-0.4594985638558793,0.44359276532360165,0.4482318554562001,5,-0.001292985193050808
1232,0.08268323224389328,159,159,0.11052415356051637,0.46276765895537875,0.005849702140328178,0.3251177107897628,0.40868370037231105,4,0.10920590966575372,327,327,0.306177956955062,0.42254322894178686,0.35032377427630423,0.22596295692819693,0.4812563849432981,5,0.026522677421860444
1233,0.0767367278104243,322,322,0.500967002564847,0.5540990095622212,0.5044256432467303,0.049804698651306246,0.5834561637972047,5,0.08704112189574333,316,316,0.7098014919154938,0.7550027565614061,0.6719816807956102,0.05823695687642131,0.7363167686430837,5,0.010304394085319024
1234,0.11820327892999187,299,299,0.5188655965865516,0.6901935303633212,0.505187144536658,0.1756464364798419,0.6038318518894596,5,0.09463245028143262,222,222,0.5215512286899171,0.585219549595557,0.34252671159886977,0.49390455122103605,0.5926959958761431,5,-0.02357082864855925
