pre_epsilon_mean,post_epsilon_mean,delta_epsilon_mean,pre_epsilon_arithmetic_mean,post_epsilon_arithmetic_mean,pre_qobs_valid_days,post_qobs_valid_days,pre_n_recession_days_predicted,post_n_recession_days_predicted,GCIN,fold
0.19117766618728638,0.18626107275485992,-0.004916593432426453,0.02393519878387451,0.023887578397989273,4482,3554,4482,3554,2551,0
0.4690092206001282,0.46334776282310486,-0.005661457777023315,0.10525213181972504,0.10231625288724899,54,1394,54,1394,2556,0
0.567945659160614,0.5075506567955017,-0.060395002365112305,0.10274270176887512,0.10314567387104034,3136,2658,3136,2658,2557,0
0.12541943788528442,0.1220117136836052,-0.0034077242016792297,0.02918006293475628,0.02905786782503128,4119,3411,4119,3411,2568,0
0.2528393566608429,0.2573123574256897,0.004473000764846802,0.025512518361210823,0.0257463026791811,3826,3213,3826,3213,2574,0
1.0252877473831177,1.0191230773925781,-0.006164669990539551,0.058142535388469696,0.05301019549369812,454,2098,454,2098,2575,0
0.6085822582244873,0.6083404421806335,-0.00024181604385375977,0.043624814599752426,0.04470934346318245,3722,2926,3722,2926,2579,0
0.37988168001174927,0.41628479957580566,0.036403119564056396,0.03264094516634941,0.033707283437252045,559,3356,559,3356,2580,0
1.4244805574417114,1.353185772895813,-0.07129478454589844,0.1708943247795105,0.1677730828523636,1016,1353,1016,1353,2582,0
0.9250288605690002,0.9384822249412537,0.013453364372253418,0.0929369181394577,0.09276404231786728,3683,2885,3683,2885,2585,0
0.4070298671722412,0.46474218368530273,0.05771231651306152,0.041363783180713654,0.04304632917046547,1665,1935,1665,1935,2586,0
0.8711744546890259,0.8732091188430786,0.0020346641540527344,0.05504639446735382,0.05586157739162445,4160,3320,4160,3320,2594,0
0.11732263118028641,0.11621169745922089,-0.0011109337210655212,0.023738352581858635,0.023848405107855797,817,2642,817,2642,2599,0
0.9465826749801636,0.798670768737793,-0.1479119062423706,0.06927678734064102,0.06540932506322861,846,2495,846,2495,2602,0
0.5718646049499512,0.5685169696807861,-0.003347635269165039,0.09722596406936646,0.09350302070379257,1598,1533,1598,1533,2606,0
0.42433080077171326,0.4121611714363098,-0.012169629335403442,0.035861555486917496,0.03642363101243973,1839,2214,1839,2214,2609,0
0.837624192237854,0.8333656191825867,-0.004258573055267334,0.07167039066553116,0.0699373409152031,899,630,899,630,2614,0
0.47492605447769165,0.4168173670768738,-0.05810868740081787,0.041935380548238754,0.039604946970939636,1140,1273,1140,1273,2617,0
0.775805652141571,0.7406232953071594,-0.03518235683441162,0.0671803429722786,0.0644613727927208,329,2420,329,2420,2621,0
1.2109003067016602,1.0736136436462402,-0.13728666305541992,0.0890970453619957,0.0821184515953064,1365,1501,1365,1501,2622,0
1.7643095254898071,1.4810644388198853,-0.2832450866699219,0.1017242893576622,0.09569714963436127,398,1116,398,1116,2623,0
1.395924687385559,1.3971375226974487,0.0012128353118896484,0.09435141831636429,0.09833665937185287,932,1331,932,1331,2624,0
0.09981828182935715,0.10424426198005676,0.0044259801506996155,0.01811215467751026,0.018876932561397552,2271,2081,2271,2081,2634,0
1.053924322128296,0.9354398250579834,-0.1184844970703125,0.07246975600719452,0.06722202897071838,1355,1681,1355,1681,2638,0
0.24930542707443237,0.23861528933048248,-0.01069013774394989,0.038285791873931885,0.03874177858233452,1115,3299,1115,3299,2643,0
